year,pkt_inland_yr_capita,country,gdp_capita,tw
2008,7.047720925166674,Japan,44.344373655563686,0
2009,6.990937730932286,Japan,44.287677210143514,0
1992,0.9858287122612447,Albania,1.2437455535155348,0
1993,1.4397496087636932,Albania,1.3849042017881488,0
1994,1.536383857642199,Albania,1.522728023280558,0
1995,1.591712174751044,Albania,1.7440938658550396,0
1996,1.688609228783484,Albania,1.9114025949316342,0
1997,1.2003225806451612,Albania,1.7021280719387915,0
1998,1.5827708132433267,Albania,1.8458760309663855,0
1999,1.6596221581812358,Albania,2.0758025431686433,0
2000,1.6935123042505615,Albania,2.215813813250687,0
2001,1.7156549520766775,Albania,2.3987381603009403,0
2002,1.9401791426743444,Albania,2.510849665314131,0
2003,2.083066067992303,Albania,2.6564980409633203,0
2004,2.087278582930757,Albania,2.8146061920313445,0
2005,2.243278263686434,Albania,2.9875733993723146,0
2006,2.3996082272282075,Albania,3.188630159174427,0
2007,2.3203691496374423,Albania,3.411610816447611,0
2008,2.1435231435231437,Albania,3.7053413403816235,0
2009,2.478977463841238,Albania,3.8681126506970944,0
2010,2.6814789687924017,Albania,4.0456391416055375,0
2011,2.724479344486173,Albania,4.175715578339051,0
2012,2.6207961564859388,Albania,4.2568107296034645,0
2013,2.978650137741047,Albania,4.314184188842773,0
1997,0.5189913820619214,Armenia,1.172170523367406,0
1998,0.5284657446124156,Armenia,1.2674481203871242,0
1999,0.4600194237617352,Armenia,1.3177508326092366,0
2000,0.4680781758957623,Armenia,1.404134769004797,0
2001,0.5499836119305145,Armenia,1.5479028127264562,0
2002,0.5975609756097561,Armenia,1.7618307881867643,0
2003,0.6491053677932406,Armenia,2.019857554502089,0
2004,0.688437187604132,Armenia,2.2439329038656224,0
2005,0.7457229117745723,Armenia,2.5722123919937765,0
2006,0.8235294117647058,Armenia,2.934333035234989,0
2007,0.8595294919877259,Armenia,3.3662306990104858,0
2008,0.8669188445667125,Armenia,3.6294368471043312,0
1985,1.179567956795678,Azerbaijan,3.6151710301950604,0
1986,1.2214190883611151,Azerbaijan,3.664855180473907,0
1987,1.2348759611199769,Azerbaijan,3.715714919935476,0
1988,1.1543509272467904,Azerbaijan,3.7724928917116176,0
1989,1.121369440157149,Azerbaijan,3.5476202849035796,0
1990,1.0327212481016168,Azerbaijan,3.082379672008215,0
1991,1.0475672737156823,Azerbaijan,3.012965120158464,0
1992,0.9356263383297644,Azerbaijan,2.296455156624445,0
1993,0.8505671326826695,Azerbaijan,1.7403532414095473,0
1994,0.7019781363872983,Azerbaijan,1.3789527432363768,0
1995,0.5998713826366558,Azerbaijan,1.2020011730132762,0
1996,0.6370926680244399,Azerbaijan,1.205072747714165,0
1997,0.8320716628816552,Azerbaijan,1.263706906107138,0
1998,1.0659574468085105,Azerbaijan,1.378942998091181,0
1999,1.1052892972436055,Azerbaijan,1.4692162768788097,0
2000,1.126800443186014,Azerbaijan,1.6184339202801965,0
2001,1.151884835915579,Azerbaijan,1.7626017670202683,0
2002,1.1602029720913376,Azerbaijan,1.9305956108754165,0
2003,1.1794043774668101,Azerbaijan,2.1252540321017035,0
2004,1.2165936797254113,Azerbaijan,2.3176365031873227,0
2005,1.2755591989694344,Azerbaijan,2.898616189908641,0
2006,1.3657010428736962,Azerbaijan,3.8575292876808276,0
2007,1.4778771205868753,Azerbaijan,4.771825535917216,0
2008,1.59158920879618,Azerbaijan,5.22714838422742,0
2009,1.713469296279684,Azerbaijan,5.6536891224244314,0
2010,1.8415633303808678,Azerbaijan,5.857252673410123,0
2011,1.9969385523726217,Azerbaijan,5.788058596472758,0
2012,2.1623313545601723,Azerbaijan,5.839418348465748,0
2013,2.331379861481087,Azerbaijan,6.098917664907432,0
2014,2.418682937092352,Azerbaijan,6.141711555479351,0
2015,2.4758391354047595,Azerbaijan,6.133775930078612,0
2016,2.5091413311421524,Azerbaijan,5.874644368029855,0
2017,2.527780599288979,Azerbaijan,5.8154124060883134,0
2018,2.5403015075376887,Azerbaijan,5.835341257066584,0
1994,1.2014246141670084,Belarus,2.335499150978537,0
1995,1.1490375074419528,Belarus,2.0988363669869163,0
1996,0.9575908412145345,Belarus,2.164692021887833,0
1997,1.0442601658507342,Belarus,2.420140713384809,0
1998,1.1688064192577632,Belarus,2.63369434934442,0
1999,1.2709592906086256,Belarus,2.735862901065677,0
2000,1.269651539708266,Belarus,2.9097897886650297,0
2001,1.3003771277137905,Belarus,3.0662329380889632,0
2002,1.270264723989329,Belarus,3.242414197759317,0
2003,1.2760615766091434,Belarus,3.494809341154779,0
2004,1.2322969741083392,Belarus,3.9200661298179247,0
2005,1.2172139719723907,Belarus,4.313220191864607,0
2006,1.2203425449196177,Belarus,4.766975892646054,0
2007,1.2451218225925536,Belarus,5.196592976506055,0
2008,1.120385062942981,Belarus,5.743608037895543,0
2009,1.01155517862822,Belarus,5.767297355516786,0
2010,1.3282029508544742,Belarus,6.224965203935814,0
2011,1.3050451407328734,Belarus,6.56396842547319,0
2012,1.3161304024636296,Belarus,6.673293748174843,0
2013,1.3718166383701083,Belarus,6.735251593468347,0
2014,1.2817005937234944,Belarus,6.845716908384522,0
2015,1.2113571352897552,Belarus,6.578672764500593,0
2016,1.2723904298115605,Belarus,6.407714510983692,0
2017,1.305396825396815,Belarus,6.560125199575273,0
2018,1.3380937268591981,Belarus,6.758057628499634,0
1980,1.2223993622957334,Georgia,3.4969363282904204,0
1981,1.2708374579291228,Georgia,3.657084789589546,0
1982,1.3474926253687316,Georgia,3.705340735211368,0
1983,1.3969152674736431,Georgia,3.8368224352889118,0
1984,1.4659178931061194,Georgia,4.012144784609723,0
1985,1.5676453655728266,Georgia,4.172435856396213,0
1986,1.6147712170115815,Georgia,3.790592318901147,0
1987,1.6953256992678807,Georgia,3.7959471012070365,0
1988,1.7004274298457536,Georgia,3.9666233796476096,0
1989,1.5788987435328898,Georgia,3.6601304831719803,0
1990,1.5406654343807764,Georgia,3.120015509247559,0
1991,1.3232830820770545,Georgia,2.478644099289675,0
1992,0.4047888386123688,Georgia,1.3834996820395196,0
1993,0.18314455749664044,Georgia,0.9959732234352129,0
1994,0.22268000784775402,Georgia,0.9120012559866442,0
1995,0.3229501607717042,Georgia,0.9584666448390752,0
1996,0.3331957912110591,Georgia,1.0941809222750867,0
1997,0.721868365180467,Georgia,1.2444526526578672,0
1998,0.8546448087431694,Georgia,1.320953369140625,0
1999,0.9670181736594121,Georgia,1.3948308530879818,0
2000,1.0339293901879871,Georgia,1.4514091199606398,0
2001,1.1086804747498231,Georgia,1.5441660606947116,0
2002,1.155200751350085,Georgia,1.643222944085438,0
2003,1.2149091766926163,Georgia,1.8335423623652187,0
2004,1.2304779933743493,Georgia,1.9457813015606975,0
2005,1.2475059382422802,Georgia,2.140452459702299,0
2006,1.2575178997613363,Georgia,2.3532783216963518,0
2007,1.2997360211183107,Georgia,2.663915152168686,0
2008,1.3439536567704562,Georgia,2.7441360396289207,0
2009,1.3896576839038604,Georgia,2.6593779035782634,0
2010,1.4357160282995851,Georgia,2.8393601870996306,0
2011,1.482234746385687,Georgia,3.0578329585925292,0
2012,1.5302657480314934,Georgia,3.265623501905306,0
2013,1.578908372437643,Georgia,3.388739303472051,0
2014,1.6287484510532837,Georgia,3.5577133537963714,0
2015,1.6789264413518887,Georgia,3.6701921440261023,0
2016,1.7298132004981321,Georgia,3.7832165120696075,0
2017,1.7809179346470487,Georgia,3.972003810213651,0
2018,1.8335248563577315,Georgia,4.165612725118026,0
1989,11.76984126984127,Iceland,31.06770250532362,0
1990,11.780392156862705,Iceland,31.061222973991843,0
1991,12.844961240310038,Iceland,30.631423920624016,0
1992,12.823076923076883,Iceland,29.37027491056002,0
1993,12.64638783269962,Iceland,29.416617331849302,0
1994,12.954716981132075,Iceland,30.248195720168777,0
1995,12.936567164179104,Iceland,29.94446612116116,0
1996,13.55185185185185,Iceland,31.144905090332028,0
1997,13.695970695970695,Iceland,32.374811696482226,0
1998,14.014545454545416,Iceland,34.395093050870024,0
1999,14.802158273381295,Iceland,35.34898140447603,0
2000,15.178571428571427,Iceland,36.71197550637381,0
2001,15.752650176678447,Iceland,37.749394932399795,0
2002,16.080701754385966,Iceland,37.69084194250274,0
2003,16.357638888888893,Iceland,38.17723857031928,0
2004,16.68384879725086,Iceland,40.83442032542016,0
2005,17.440677966101696,Iceland,42.854881286621094,0
2006,18.183333333333334,Iceland,44.25491015116374,0
2007,18.78688524590164,Iceland,47.63349314204982,0
2008,17.964630225080384,Iceland,47.48947597393269,0
2009,17.870253164556964,Iceland,43.69762879383715,0
2010,17.4875,Iceland,42.761531472206116,0
2011,16.693498452012435,Iceland,43.16150145634053,0
2012,16.73006134969325,Iceland,43.318722145689044,0
2013,17.159021406727827,Iceland,44.97150397811096,0
2014,17.930091185410387,Iceland,45.62797082593752,0
2015,19.078787878787878,Iceland,47.52212004228072,0
2016,21.990963855421686,Iceland,50.70837434515895,0
2017,23.904191616766536,Iceland,52.43345363411376,0
1980,8.643661282427802,Norway,48.53373045321486,0
1981,8.554281532080996,Norway,49.15304525970511,0
1982,8.533803501945526,Norway,49.112958203030004,0
1983,8.62739393939394,Norway,50.90317604758523,0
1984,8.814403093281777,Norway,53.814463479441685,0
1985,10.031061882976163,Norway,56.597787961309976,0
1986,10.629647397457424,Norway,58.65966035582574,0
1987,10.983759254836396,Norway,59.431583977611126,0
1988,11.139087018544934,Norway,59.01203527373469,0
1989,11.202555608140084,Norway,59.34257164308374,0
1990,11.143630798210502,Norway,60.19022820106473,0
1991,10.98149449519794,Norway,61.727145372159754,0
1992,10.95620778010715,Norway,63.57610539459221,0
1993,11.065786425758628,Norway,65.02154228558605,0
1994,11.167204053431599,Norway,67.9153730549718,0
1995,11.101900618273413,Norway,70.33159881864337,0
1996,11.5058046892784,Norway,73.43067678915676,0
1997,11.743438914027148,Norway,76.83899478135605,0
1998,12.025635259725657,Norway,78.37677859766767,0
1999,12.183281180151988,Norway,79.4722276124029,0
2000,12.294732162702802,Norway,81.56377279803499,0
2001,12.483528631439311,Norway,82.8228245629111,0
2002,12.673119225692895,Norway,83.58851918238561,0
2003,12.692997811816191,Norway,83.91438490452339,0
2004,12.738799478033929,Norway,86.7053509380777,0
2005,12.594775474956823,Norway,88.32798432397925,0
2006,12.66766531136315,Norway,89.6499865626003,0
2007,12.914388641661397,Norway,91.42610485661376,0
2008,13.016767973171243,Norway,90.86441618919973,0
2009,12.998549823907188,Norway,88.29153253347059,0
2010,12.836266884977487,Norway,87.82869043088671,0
2011,12.874090541632983,Norway,87.57110941092044,0
2012,12.862385321100945,Norway,88.77038213899537,0
2013,12.849773577475881,Norway,88.54956194086557,0
2014,12.983274990276158,Norway,89.19218012165439,0
2015,13.218846153846153,Norway,89.93488018329326,0
2016,13.212911826318795,Norway,90.11886733256165,0
1980,2.6393129770992365,Serbia,3.4216624715160138,0
1981,2.6701168614357265,Serbia,3.4793236020809424,0
1982,2.700816957385736,Serbia,3.539777112654646,0
1983,2.85056967572305,Serbia,3.6026998949510607,0
1984,2.8931795931687043,Serbia,3.6689486919076506,0
1985,2.706257430022695,Serbia,3.738624707152621,0
1986,2.7370513647109393,Serbia,3.8126484952689297,0
1987,2.8409965782720272,Serbia,3.891175174631554,0
1988,2.5482600830052036,Serbia,3.9718366498907565,0
1989,2.6384509575706274,Serbia,5.775268008981151,0
1990,2.444210968690904,Serbia,5.275846554667396,0
1991,2.18525460793502,Serbia,4.619217038117361,0
1992,1.9118647562106998,Serbia,3.2858428310185483,0
1993,1.0200102092904544,Serbia,2.26404152091758,0
1994,1.2047252078685764,Serbia,2.3070106978253015,0
1995,1.3047349251315155,Serbia,2.43278477945486,0
1996,1.6940949675324675,Serbia,2.4988869955013326,0
1980,10.700350095480585,Switzerland,55.20013606449664,0
1981,10.696315120711562,Switzerland,55.97718273972313,0
1982,11.053156146179402,Switzerland,55.02571355804313,0
1983,11.147553877615227,Switzerland,55.06376824852279,0
1984,11.416353971232006,Switzerland,56.374483663190375,0
1985,11.260916860916861,Switzerland,58.09124144085082,0
1998,10.999576988155669,Switzerland,64.98613266103092,0
1999,11.09950808151792,Switzerland,65.87383299751845,0
2000,11.26805711086226,Switzerland,68.18923864759763,0
2001,11.298091656219544,Switzerland,68.74736356011249,0
2002,11.357756232686967,Switzerland,68.46812662985847,0
2003,11.38882773802972,Switzerland,68.04286219880814,0
2004,11.412752594210815,Switzerland,69.39717682901463,0
2005,11.362799512657372,Switzerland,70.94877931670503,0
2006,11.368061142397426,Switzerland,73.07629266863194,0
2007,11.378134536287648,Switzerland,75.28365434948006,0
2008,11.495039250951084,Switzerland,76.03816293003094,0
2009,11.698114987036572,Switzerland,73.47144516818052,0
2010,11.834983649635037,Switzerland,74.75692078801303,0
2011,11.812337094979132,Switzerland,75.08018168484017,0
2012,11.861584762737264,Switzerland,74.87903941761364,0
2013,11.883406151190037,Switzerland,75.31592260528426,0
2014,11.908392621252743,Switzerland,76.24848505476176,0
2015,11.951076727732916,Switzerland,76.41772964107885,0
2016,12.0854415274463,Switzerland,76.8723444608629,0
2017,12.189275804162724,Switzerland,77.41305550653752,0
1980,1.6628843005275604,Turkey,4.986516818233419,0
1981,1.7002534009069086,Turkey,5.11107534220497,0
1982,1.7384030418250953,Turkey,5.1739326240833785,0
1983,1.7778769145794828,Turkey,5.3102180763455165,0
1984,1.8194080724944923,Turkey,5.544036841131869,0
1985,1.8635975088533436,Turkey,5.659205177820487,0
1986,1.8669233377885057,Turkey,5.935825706396248,0
1987,2.192403279779241,Turkey,6.375254111496106,0
1988,2.462865485841631,Turkey,6.403780828112405,0
1989,2.5255321557971016,Turkey,6.308686330122648,0
1990,2.503449426950039,Turkey,6.774369777431696,0
1991,2.3892525665104576,Turkey,6.708824978652776,0
1992,2.5502340849163256,Turkey,6.931885391862422,0
1993,2.5775585130793988,Turkey,7.34305858999228,0
1994,2.4449829754707846,Turkey,6.889610457524735,0
1995,2.653660705126013,Turkey,7.3152246062024995,0
1996,2.8250172492132504,Turkey,7.731202646833927,0
1997,2.9974823182548493,Turkey,8.186173901464645,0
1998,3.0353660525028534,Turkey,8.244436436019791,0
1999,2.81336394432225,Turkey,7.842631496734621,0
2000,2.936132194813393,Turkey,8.237361244428467,0
2001,2.620435568295099,Turkey,7.6313422898114744,0
2002,2.507130247908512,Turkey,8.003234746167204,0
2003,2.486207992252856,Turkey,8.331356548733053,0
2004,2.601244571786722,Turkey,9.009167418350627,0
2005,2.682532435974846,Turkey,9.691872800458466,0
2006,2.728347659147432,Turkey,10.25200392238472,0
2007,3.00530309562818,Turkey,10.64005786478768,0
2008,2.926738522273804,Turkey,10.602452970678192,0
2009,2.9789823474152075,Turkey,9.975884399679355,0
2010,3.1373207792387214,Turkey,10.67204268191253,0
2011,3.2986806094522283,Turkey,11.677890360658095,0
2012,3.4677901166762672,Turkey,12.039228925474877,0
2013,3.532143562726375,Turkey,12.842349145692706,0
2014,3.5747322896839266,Turkey,13.2778276244594,0
2015,3.7022501241579544,Turkey,13.852717949937285,0
2016,3.7687528185599035,Turkey,14.061168707545441,0
2017,3.880048325854332,Turkey,14.867609060635386,0
2018,4.000036434296818,Turkey,15.022522076432322,0
1994,0.752887978373979,Argentina,8.042505299376598,0
1995,0.6562199583668312,Argentina,7.718329946058576,0
1996,0.6299578647222379,Argentina,8.048303402059364,0
1997,0.6388084244327903,Argentina,8.600812426765344,0
1998,0.6929557973546293,Argentina,8.83140190566032,0
1999,0.7168081045877094,Argentina,8.43789151407437,0
2000,0.690627256651569,Argentina,8.279591683197415,0
2001,0.6783623229423776,Argentina,7.828566838467216,0
2002,0.6583493131999381,Argentina,6.900526372422528,0
2003,0.7401229481726528,Argentina,7.4302715004254125,0
2004,0.7853892720565313,Argentina,8.016165906075045,0
2005,0.8479815527215694,Argentina,8.635764496804534,0
2006,0.9176559429880377,Argentina,9.236416485389094,0
2007,0.9187492432718476,Argentina,9.968437238658055,0
2008,0.931344617015968,Argentina,10.270393965486996,0
2009,0.9393544112343454,Argentina,9.566348976489746,0
2010,1.0751680340375587,Argentina,10.428589088069813,0
2011,1.0459828789932237,Argentina,10.941279984628357,0
2012,1.055069899413244,Argentina,10.71616113292944,0
2013,1.017170557872784,Argentina,10.859228443880196,0
2014,1.0169643423706554,Argentina,10.476635613927497,0
2015,1.033974673940801,Argentina,10.653579189413449,0
2016,1.076552932793969,Argentina,10.355319610312327,0
2017,1.110325041991943,Argentina,10.546913757331165,0
1991,1.747628314278764,Russia,9.071403917272256,1
1992,1.4572432538156996,Russia,7.738955989620217,1
1993,1.3636351382317657,Russia,7.063099644679577,1
1994,1.3159037135403677,Russia,6.176326305230824,1
1995,1.2767309599465615,Russia,5.925281373359146,1
1996,1.2286432330547694,Russia,5.7199207949959385,1
1997,1.2165098490489408,Russia,5.811424412885839,1
1998,1.1666044611532225,Russia,5.517200219878818,1
1999,1.1715061667891857,Russia,5.888082079534394,1
2000,1.1857245312660019,Russia,6.4994964438063505,1
2001,1.1788714333715054,Russia,6.857335024280032,1
2002,1.1736654363155574,Russia,7.213042769047488,1
2003,1.1464895478213968,Russia,7.771674553846181,1
2004,1.1692173152601661,Russia,8.36000459648132,1
2005,0.9884111030680997,Russia,8.918370095490944,1
2006,0.9463609547917409,Russia,9.663616702416007,1
2007,1.0447279884969218,Russia,10.498443079928682,1
2008,1.0603704039818778,Russia,11.050708414631167,1
2009,0.9858575146343677,Russia,10.18090100292949,1
2010,0.9801294963026016,Russia,10.62814948365709,1
2011,0.9642596187971024,Russia,11.17239269643814,1
2012,0.9257746850563219,Russia,11.557440924187814,1
2013,0.8756556383162931,Russia,11.736801943043046,1
2014,0.8803304185532091,Russia,11.795702436448002,1
2015,0.8733455185019139,Russia,11.436792289396315,1
2016,0.856492858372053,Russia,11.388290896306573,1
2017,0.8482237339380196,Russia,11.555560118618155,1
2018,0.8432623821482975,Russia,11.799579051666907,1
2001,5.607785184253552,South Korea,15.557076542881136,0
2002,5.103229166666667,South Korea,16.610977172851562,0
2003,4.949358695426949,South Korea,17.0057431956089,0
2004,3.9218650114449507,South Korea,17.753652206407367,0
2005,4.122687419149504,South Korea,18.371449185383128,0
2006,4.180421440261865,South Korea,19.251623325379118,0
2007,4.183909452431936,South Korea,20.239237896878507,0
2008,6.235208002927913,South Korea,20.749644853871885,0
2009,6.297991772549496,South Korea,20.826580097004378,0
2010,7.64669196302426,South Korea,22.090557851226638,0
2011,7.297593701040452,South Korea,22.793451970527606,0
2012,7.095343680709534,South Korea,23.187885096588413,0
2013,7.149088308902396,South Korea,23.724389238190472,0
2014,7.2817736326272335,South Korea,24.39020225001482,0
2015,7.438443224524329,South Korea,24.96468912712379,0
2016,7.334189827981876,South Korea,25.61534039609404,0
2017,7.4732660090809455,South Korea,26.341493390658027,0
1980,14.96205703428681,U.S.,28.4525324645878,0
1985,14.651692307692308,U.S.,31.960793350441786,0
1990,15.337593209582739,U.S.,35.95277283015032,0
1991,14.68208801008883,U.S.,35.58471684962815,0
1992,14.595581168212117,U.S.,36.49830286493496,0
1993,14.529645669898125,U.S.,37.13333639975032,0
1994,14.640243135131426,U.S.,38.23356455750626,0
1995,14.705714199514263,U.S.,38.84020611418782,0
1996,14.851077943615257,U.S.,39.83812357920137,0
1997,15.009451114039026,U.S.,41.10802166984403,0
1998,15.278379213227945,U.S.,42.39724933565004,0
1999,15.354635466777717,U.S.,43.84619008101835,0
2000,15.455129547656997,U.S.,45.12801281166692,0
2001,15.304306273892513,U.S.,45.104616755765825,0
2002,15.492468993556786,U.S.,45.48339019407092,0
2003,15.468873354128139,U.S.,46.350677563523064,0
2004,15.57855347095141,U.S.,47.68761570906945,0
2005,15.533468477324961,U.S.,48.84198584865285,0
2006,15.213907891952855,U.S.,49.678776239761014,0
2007,19.448291462635723,U.S.,50.08314659373669,0
2008,18.63104064108394,U.S.,49.463534510241004,0
2009,19.539065254580358,U.S.,47.647602403055096,0
2010,19.383882774399677,U.S.,48.5162397384318,0
2011,19.405681934887543,U.S.,48.861795570175296,0
2012,19.49286087299869,U.S.,49.56960524440843,0
2013,19.477179275666007,U.S.,50.10664930045259,0
2014,19.39849312618264,U.S.,50.969254974927274,0
2015,19.92359033028129,U.S.,52.077291155049586,0
2016,20.160165440721265,U.S.,52.54335916216241,0
2017,20.174111386252797,U.S.,53.36642123406187,0
