distance,model_mean,sampers_mean,model_variance,sampers_variance,model_sum,sampers_sum
"(-0.001, 2.115]",7.367988611189238e-06,6.7215798674307655e-06,9.476037533567544e-09,4.121721351619956e-08,0.6473072714473885,0.5905176776732638
"(2.115, 3.2]",7.247965156551135e-07,6.656115236807035e-07,1.459358332688677e-10,2.2535342083563217e-11,0.06367482349333342,0.05847530357839677
"(3.2, 4.113]",4.6607734148839935e-07,3.829604509592006e-07,7.428562759306687e-11,6.001372395612702e-12,0.04094675875912148,0.033644607458569474
"(4.113, 4.957]",3.6303293078347867e-07,2.680072926039489e-07,5.830658700895087e-11,4.551676350683163e-12,0.03189316903518977,0.023544976669841733
"(4.957, 5.788]",1.8171066394538943e-07,2.453505975187246e-07,1.4214077333787825e-11,2.8395774292748353e-11,0.015964008670258344,0.021555031394410312
"(5.788, 6.614]",1.9861296814170154e-07,1.952193988554655e-07,3.278835619233696e-11,2.608914326763172e-12,0.017448546477184787,0.017150414628250274
"(6.614, 7.456]",9.460378378296296e-08,1.6504723110844923e-07,6.88589439604872e-12,1.2808148332662512e-12,0.008311320820468487,0.014500059441801667
"(7.456, 8.337]",1.4986215171546733e-07,1.877377010199533e-07,1.6639504864055573e-11,1.1954151795063566e-11,0.013165689752507318,0.01649313251000473
"(8.337, 9.272]",1.5656232058337763e-07,1.7789661138965288e-07,2.5963683724560893e-11,1.5393811549662713e-11,0.013754626112532125,0.015628928897026544
"(9.272, 10.288]",9.218624684667716e-08,1.647153044824254e-07,7.505379039972837e-12,1.5708119316534878e-11,0.008098746157974325,0.014470568929390065
"(10.288, 11.406]",1.3545992520705214e-07,1.511189479661454e-07,1.9233000288565454e-11,4.088421879655556e-12,0.011900696269140415,0.013276404054618003
"(11.406, 12.65]",8.806087263322862e-08,1.812498796815837e-07,8.169095558314735e-12,2.8953674101445138e-11,0.007736323782574441,0.015923164429786498
"(12.65, 14.062]",9.396912527540459e-08,2.1010828717938506e-07,1.0247525443974653e-11,7.156629610346696e-11,0.008255563531945427,0.018458853461857584
"(14.062, 15.693]",1.2606191586864909e-07,1.8800051270648942e-07,1.545587248300183e-11,1.4758376882139722e-11,0.0110747914328926,0.01651622104229041
"(15.693, 17.608]",1.1384186979333508e-07,1.602221298904762e-07,1.0446734022544948e-11,4.748842667226583e-12,0.010001463628823716,0.014076154999397872
"(17.608, 19.895]",1.4545910808380586e-07,2.00134469775826e-07,1.3247008645285216e-11,2.2016773496098535e-11,0.012778873563378593,0.017582213438745612
"(19.895, 22.678]",1.473201060670545e-07,1.557433636361827e-07,1.7287909847121582e-11,2.5332031342721586e-12,0.012942660598415076,0.013682677468892877
"(22.678, 25.793]",8.58791843472703e-08,1.693243016680729e-07,7.918579329319085e-12,6.690346984133282e-12,0.007544658103276427,0.014875478550143529
"(25.793, 29.162]",1.0678129389674509e-07,1.323286567549105e-07,1.187705159464536e-11,2.4466296592983686e-12,0.009381163794004683,0.011625601810545935
"(29.162, 32.281]",6.612498859441105e-08,1.1093819967588276e-07,7.92047620724474e-12,1.088442447936114e-11,0.005809212497996213,0.00974614271792567
"(32.281, 35.044]",6.013526257296163e-08,7.150670324226007e-08,3.3648833314739436e-12,1.1441076429985972e-12,0.005283003087559844,0.006282006893239071
"(35.044, 37.614]",3.363690090060923e-08,5.737400241059564e-08,2.209465214480224e-12,4.924587772842747e-13,0.002955136291722129,0.005040535607780432
"(37.614, 40.002]",3.439134079865293e-08,5.0799819901030785e-08,1.5134532351430252e-12,9.691771415561456e-13,0.003021348071843262,0.004462865777945377
"(40.002, 42.213]",3.137592996743151e-08,4.3073562436444e-08,1.7588395884754878e-12,4.617269045333298e-13,0.0027565009513587316,0.0037841847542913754
"(42.213, 44.525]",2.673559826792629e-08,4.381574953977119e-08,1.2403550293588064e-12,3.192925794244463e-13,0.0023487757790338617,0.0038493012285679734
"(44.525, 46.962]",2.625899575023978e-08,3.9888002433467424e-08,1.0396400300097707e-12,2.013185977896614e-13,0.0023069578126415674,0.0035043205657898507
"(46.962, 49.411]",2.7846275940777824e-08,3.5043128321028166e-08,1.781620920961328e-12,4.630757587556401e-13,0.0024463510339492152,0.0030786089092589555
"(49.411, 51.915]",1.134452082261117e-08,3.0074159945787694e-08,2.063890231617353e-13,1.7981104150395626e-13,0.0009966615323496804,0.0026421352478772277
"(51.915, 54.193]",9.361426099748686e-09,2.393080273549408e-08,4.1655130976768186e-13,1.1309028294310288e-13,0.0008224200057151208,0.0021023688819186512
"(54.193, 56.242]",7.139908210034992e-09,2.0646956043226452e-08,1.6720902418445537e-13,1.5038390835424519e-13,0.000627269495884414,0.0018139176762216108
"(56.242, 58.166]",6.108727200683461e-09,1.753279678804282e-08,7.018583667964331e-14,6.519351216592803e-14,0.0005366639020344432,0.0015402912634231497
"(58.166, 60.05]",1.154285160622325e-08,1.4989865152683453e-08,5.769828872999547e-13,6.027177090739631e-14,0.0010140856850131361,0.0013169196131238537
"(60.05, 61.85]",7.060736634556205e-09,1.3203322101440988e-08,9.643786442557758e-14,4.70439590025684e-14,0.0006202998348190317,0.0011599382532558025
"(61.85, 63.607]",1.1304854665888743e-08,1.1548401534163647e-08,8.871796034386886e-13,2.8413099282672383e-14,0.000993176701816989,0.0010145732683824065
"(63.607, 65.353]",7.616075470981972e-09,9.895607011928818e-09,2.647994010299927e-13,6.686320872240251e-14,0.0006690874622767083,0.0008693488672119721
"(65.353, 67.048]",9.20254835960066e-09,9.418967837017248e-09,6.894135726636088e-13,1.2425338616118286e-14,0.0008084806835843559,0.0008274940003533123
"(67.048, 68.668]",9.87709787642976e-09,8.30470057393166e-09,3.2268012643054325e-13,1.1390218452787069e-14,0.0008677228026401062,0.0007295845548210457
"(68.668, 70.216]",6.941577426422906e-09,6.146403016743616e-09,1.2007490705701942e-13,1.8217625454922762e-15,0.0006098453432209582,0.0005399860906329884
"(70.216, 71.784]",8.925088442557005e-09,6.404734616383663e-09,4.938324048818383e-13,1.6026315142336435e-14,0.0007840868698555177,0.0005626687455185369
"(71.784, 73.38]",3.728618731907161e-09,5.0686056802077e-09,3.012054407536505e-14,1.55792879151875e-15,0.0003275740700729718,0.00044529728342896757
"(73.38, 75.118]",3.2923659588099142e-09,5.294740368955784e-09,5.182711811564719e-14,4.021074021443203e-15,0.00028924093421336873,0.0004651535308934945
"(75.118, 76.989]",7.179737813790299e-09,5.151761063646209e-09,3.0447917419619684e-13,8.692424546042623e-15,0.0006307543264171053,0.0004525925129634442
"(76.989, 78.993]",4.323611082743411e-09,4.4685940971030785e-09,6.425891065388166e-14,1.8403885123415164e-15,0.0003798465280633396,0.000392583865806894
"(78.993, 81.161]",2.8163612418735444e-09,3.392147838134411e-09,2.7500744351494487e-14,1.2467115688514083e-15,0.0002474229678210745,0.0002980069718757833
"(81.161, 83.559]",6.267252762141828e-09,2.4766881817832333e-09,2.3136009722184307e-13,5.668355968301806e-16,0.000550603224165208,0.00021758696352238414
"(83.559, 86.01]",5.236051886300105e-09,2.1355309563915835e-09,1.7691281312426717e-13,1.603028142332292e-15,0.00045999763031523715,0.0001876106655809114
"(86.01, 88.485]",3.84761720207441e-09,1.5993313923966052e-09,4.408101466032943e-14,5.359844087561974e-16,0.0003380285616710454,0.00014050766014760976
"(88.485, 90.999]",2.6180259431500535e-09,9.549637811367853e-10,4.4504672389891806e-14,1.7754567426664903e-16,0.00022999881515761852,8.389547810042989e-05
"(90.999, 93.534]",3.4112894781278312e-09,6.630596831401042e-10,3.952254551173374e-14,1.5960362959518484e-16,0.0002996954258114423,5.825244540259187e-05
"(93.534, 96.205]",4.720380109619037e-09,5.019637333902321e-10,8.278021586387199e-14,2.3235812108762162e-17,0.0004146948333902516,4.4098517905799305e-05
"(96.205, 99.019]",2.9352955974588303e-09,4.5262172188704925e-10,3.897264085186246e-14,4.041182451363772e-17,0.000257877459419148,3.976462875466546e-05
"(99.019, 102.003]",3.6493694965121955e-09,3.9356286627344225e-10,7.159218114743774e-14,5.3900431876185067e-17,0.00032060440900758946,3.4575284927854694e-05
"(102.003, 105.095]",1.6659785823414982e-09,3.118455896363815e-10,1.630853056673528e-14,2.2079705395791956e-17,0.00014636288237302995,2.7396882431915357e-05
"(105.095, 108.257]",2.7766941821288455e-09,3.5581991990047913e-10,1.1887400669495314e-13,1.5432651183582842e-16,0.00024393813728838327,3.1259491603098e-05
"(108.257, 111.141]",2.3799694033449987e-09,2.775458354571957e-10,2.681122873275511e-14,2.9723216192101485e-17,0.00020908983196147134,2.438351182825705e-05
"(111.141, 113.928]",5.117050707066013e-09,1.7033150772825164e-10,1.471936159662347e-13,8.803831243015438e-18,0.00044954313871716346,1.4963963616942417e-05
"(113.928, 116.649]",1.0709862315052483e-09,2.0372834071570593e-10,5.666340682216169e-15,1.1378411903947556e-16,9.409042438266211e-05,1.7898349645237646e-05
"(116.649, 119.431]",1.745350628766702e-09,1.1107274556418876e-10,1.5755692921992804e-14,3.1770772212492935e-18,0.00015333254343841233,9.757962843305003e-06
"(119.431, 122.169]",2.0229739928432484e-09,1.473100137779277e-10,1.082310995883371e-13,2.84239068897048e-16,0.0001777263571672507,1.2941773950446039e-05
"(122.169, 124.783]",1.07101061310684e-09,9.563217396615444e-11,6.495876981591503e-15,3.9284797992744375e-18,9.409042438266211e-05,8.401477747274402e-06
"(124.783, 127.235]",2.737027122384148e-09,1.264737739366804e-10,7.394799521935199e-14,2.113252868450421e-17,0.0002404533067556921,1.1110973987885257e-05
"(127.235, 129.725]",1.3486493285621645e-09,9.468524595720325e-11,9.950842463016114e-15,1.3787215815337103e-18,0.00011848423811150043,8.318477598324093e-06
"(129.725, 132.333]",9.916764936174444e-10,6.541145335405767e-11,7.878386169268376e-15,1.1679262783858039e-18,8.712076331727974e-05,5.746527000060568e-06
"(132.333, 135.009]",1.150318544950082e-09,5.412262835062861e-11,1.2301272018148064e-14,4.435856380912037e-19,0.0001010600854480445,4.7548893911157e-06
"(135.009, 137.69]",2.062687106724285e-09,5.605470700900977e-11,1.74132991321718e-14,4.503106401932181e-18,0.00018121118769994182,4.924518120155088e-06
"(137.69, 140.64]",1.1899847016724983e-09,5.2209913898938086e-11,1.6862815633197354e-14,3.3200087308598867e-18,0.00010454491598073569,4.5868497756767595e-06
"(140.64, 143.744]",2.1816882859583783e-09,4.260233590672528e-11,2.888626205874737e-14,3.797617799027231e-18,0.00019166567929801545,3.7427004140770374e-06
"(143.744, 147.09]",6.346585075586658e-10,4.2146232589300045e-11,2.7642253536473063e-15,7.472366018383157e-19,5.5757288523059036e-05,3.702715117899655e-06
"(147.09, 150.402]",2.6180259431500535e-09,5.783603667859886e-11,1.4486295890898186e-13,1.5821389415972563e-17,0.00022999881515761852,5.081011494288087e-06
"(150.402, 153.728]",7.536569777259154e-10,4.688596767641537e-11,4.008142811687916e-15,3.5438805726865e-17,6.62117801211326e-05,4.11911980424289e-06
"(153.728, 157.088]",7.1400707540456e-10,3.526688964865056e-11,3.870057712236046e-15,4.6470931577839335e-19,6.27269495884414e-05,3.0982667894124696e-06
"(157.088, 160.853]",1.546980112174248e-09,3.4406282872390175e-11,1.1470813646350614e-14,1.791668835606637e-18,0.0001359083907749564,3.0227295754700238e-06
"(160.853, 164.899]",1.626349449532609e-09,4.2570333488682266e-11,1.865901980595808e-14,7.595514380173592e-18,0.00014287805184033875,3.7398889376464098e-06
"(164.899, 169.036]",1.5866462688966648e-09,4.491715653842562e-11,1.7691102682759317e-14,6.39915872314506e-18,0.00013939322130764758,3.9461518705253795e-06
"(169.036, 173.661]",5.950058961704667e-10,6.503463929916832e-11,3.1790407159330662e-15,1.1932983792775333e-17,5.227245799036784e-05,5.713423131709576e-06
"(173.661, 178.547]",1.5866462688966648e-10,3.277605903015192e-11,5.52900455179908e-16,3.7109011106911075e-18,1.3939322130764759e-05,2.879507890033182e-06
"(178.547, 183.5]",1.467681210553818e-09,2.037664429987645e-11,1.6447757864976606e-14,1.1713278068631223e-18,0.000128938729709574,1.7901289550314073e-06
"(183.5, 188.338]",1.3486493285621647e-09,1.1644555637282925e-11,8.56852838821497e-15,2.1153966371131806e-19,0.00011848423811150043,1.0230207909582617e-06
"(188.338, 192.915]",6.743400156598621e-10,1.0536736154988031e-11,3.455409121215025e-15,8.536689676785423e-19,5.9242119055750216e-05,9.256733446884337e-07
"(192.915, 197.775]",1.546980112174248e-09,1.1178979998764378e-11,3.3587838843580706e-14,2.5636143448041705e-19,0.0001359083907749564,9.82118108811838e-07
"(197.775, 202.29]",7.933411948939557e-10,1.5553783918222806e-11,8.293443868620642e-15,1.9514892830285143e-18,6.969661065382379e-05,1.366431024782133e-06
"(202.29, 206.195]",9.916764936174444e-10,7.333494591841897e-12,9.813669931364818e-15,3.780103922424112e-19,8.712076331727975e-05,6.442621668828434e-07
"(206.195, 209.78]",3.1732925377933295e-10,6.454926053083217e-12,1.3822133758234235e-15,4.50037256307993e-19,2.7878644261529518e-05,5.670910734678416e-07
"(209.78, 213.381]",4.760047169363734e-10,2.808646417792796e-12,3.0409336144752087e-15,3.685561972181312e-20,4.1817966392294275e-05,2.4674520509604923e-07
"(213.381, 217.014]",1.9039755226759977e-09,4.130445304800068e-12,4.810090463992125e-14,1.3489255885818963e-19,0.0001672718655691771,3.6287614180806806e-07
"(217.014, 220.281]",1.1900117923409335e-10,3.113506499348499e-12,4.1468950185975736e-16,1.2776782373036704e-19,1.0454491598073569e-05,2.735277729809276e-07
"(220.281, 223.903]",5.15660037391416e-10,3.338008120590168e-12,2.9025936488350783e-15,2.2818383172860554e-19,4.530279692498547e-05,2.93257365426507e-07
"(223.903, 228.5]",1.031343553362142e-09,3.2237879117431164e-12,1.10577006730442e-14,1.3957085661250575e-19,9.060559384997092e-05,2.832162156226008e-07
"(228.5, 235.086]",1.4279816420069984e-09,9.805542686649528e-12,1.935035789279194e-14,1.3604363681541394e-18,0.00012545389917688283,8.614561471932265e-07
"(235.086, 243.0]",1.7850176885114001e-09,1.5469182970463713e-11,1.506438010887501e-14,1.6598888622536296e-18,0.00015681737397110353,1.3589986623197e-06
"(243.0, 251.277]",2.1023063062880814e-09,2.0001257380278616e-11,1.6721580563288982e-14,4.1024268604950285e-18,0.00018469601823263308,1.757190465885528e-06
"(251.277, 260.286]",1.4280141508091197e-09,1.695802719946689e-11,8.56850312728333e-15,6.032759967293404e-18,0.00012545389917688283,1.489796605526138e-06
"(260.286, 270.265]",1.903975522675998e-09,2.3783637446782586e-11,2.349571410799697e-14,4.977913401994653e-18,0.0001672718655691771,2.0894876842480268e-06
"(270.265, 281.827]",1.7850176885114001e-09,6.775668470325592e-11,2.999371198774201e-14,1.8158946898774835e-17,0.00015681737397110353,5.9525602645522115e-06
"(281.827, 295.923]",3.966615672241662e-10,5.941547745998213e-11,1.9350823625666976e-15,9.388405636812234e-17,3.4848305326911895e-05,5.219887356770829e-06
"(295.923, 316.2]",1.3486800313197243e-09,3.687801738977116e-11,9.67459985182988e-15,7.516914675464271e-18,0.00011848423811150046,3.2398075837251106e-06
"(316.2, 341.702]",2.736964813846747e-09,4.511090220783001e-11,4.16001625906525e-14,1.6293666614393456e-17,0.0002404533067556921,3.963173202567857e-06
"(341.702, 379.925]",1.348680031319724e-09,2.3226011555293087e-11,6.08050143654614e-15,5.3854649580333044e-18,0.00011848423811150045,2.040451567155144e-06
"(379.925, 466.471]",5.315265000803825e-09,1.447649268273952e-10,5.692308751920803e-14,2.6782370670582597e-16,0.00046696729138061944,1.2718177881493663e-05
"(466.471, 1416.072]",4.839381288853129e-09,5.3537285935736064e-12,2.6870455394134513e-13,6.580974332474627e-19,0.00042514932498832514,4.703357644026285e-07
